,zipcode,type,commoncity,county,areacode
0,90001,Standard,"Los Angeles, Firestone Park, Firestone Pk",Los Angeles County,Area Code 323
1,90002,Standard,"Los Angeles, Watts",Los Angeles County,Area Code 323Area Code 562
2,90003,Standard,Los Angeles,Los Angeles County,Area Code 323
3,90004,Standard,"Los Angeles, Oakwood",Los Angeles County,Area Code 323
4,90005,Standard,"Los Angeles, Sanford",Los Angeles County,Area Code 213Area Code 310Area Code 323Area Code 562Area Code 626Area Code 818
5,90006,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 323
6,90007,Standard,"Los Angeles, Dockweiler",Los Angeles County,Area Code 213Area Code 323
7,90008,Standard,"Los Angeles, Baldwin Hills, Leimert Park, View Park",Los Angeles County,Area Code 323
8,90009,PO Box,"Los Angeles, Los Angeles AFB, Los Angls AFB",Los Angeles County,Area Code 213
9,90010,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 310Area Code 562Area Code 626Area Code 818Area Code 323
10,90011,Standard,Los Angeles,Los Angeles County,Area Code 323
11,90012,Standard,Los Angeles,Los Angeles County,Area Code 818Area Code 323
12,90013,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 310Area Code 323Area Code 424Area Code 562Area Code 626Area Code 747Area Code 818
13,90014,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 323Area Code 562Area Code 626Area Code 818Area Code 310Area Code 424Area Code 747
14,90015,Standard,Los Angeles,Los Angeles County,Area Code 310Area Code 323Area Code 424Area Code 562Area Code 626Area Code 818Area Code 213
15,90016,Standard,Los Angeles,Los Angeles County,Area Code 213
16,90017,Standard,Los Angeles,Los Angeles County,Area Code 310Area Code 818Area Code 213Area Code 323Area Code 424Area Code 562Area Code 626
17,90018,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 323
18,90019,Standard,Los Angeles,Los Angeles County,Area Code 323
19,90020,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 310Area Code 323Area Code 562Area Code 626Area Code 818
20,90021,Standard,Los Angeles,Los Angeles County,Area Code 213
21,90022,Standard,"Los Angeles, Commerce, E Los Angeles, East Los Angele...",Los Angeles County,Area Code 562Area Code 323
22,90023,Standard,"Los Angeles, Commerce",Los Angeles County,Area Code 323
23,90024,Standard,Los Angeles,Los Angeles County,Area Code 323Area Code 818Area Code 310
24,90025,Standard,"Los Angeles, W Los Angeles, West Los Angeles",Los Angeles County,Area Code 310Area Code 424Area Code 818
25,90026,Standard,Los Angeles,Los Angeles County,Area Code 213
26,90027,Standard,Los Angeles,Los Angeles County,Area Code 323Area Code 818
27,90028,Standard,"Los Angeles, Hollywood",Los Angeles County,Area Code 818Area Code 323
28,90029,Standard,Los Angeles,Los Angeles County,Area Code 323
29,90030,PO Box,Los Angeles,Los Angeles County,Area Code 213
30,90031,Standard,"Los Angeles, Lincoln Heights, Lincoln Hts",Los Angeles County,Area Code 323
31,90032,Standard,Los Angeles,Los Angeles County,Area Code 626
32,90033,Standard,Los Angeles,Los Angeles County,Area Code 323
33,90034,Standard,Los Angeles,Los Angeles County,Area Code 310Area Code 424
34,90035,Standard,Los Angeles,Los Angeles County,Area Code 310Area Code 424
35,90036,Standard,Los Angeles,Los Angeles County,Area Code 323
36,90037,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 323Area Code 310Area Code 424
37,90038,Standard,"Los Angeles, W Hollywood, West Hollywood",Los Angeles County,Area Code 323Area Code 818
38,90039,Standard,Los Angeles,Los Angeles County,Area Code 213
39,90040,Standard,"Los Angeles, Commerce, Cty Of Cmmrce",Los Angeles County,Area Code 323Area Code 562
40,90041,Standard,"Los Angeles, Eagle Rock",Los Angeles County,Area Code 323Area Code 626
41,90042,Standard,"Los Angeles, Highland Park",Los Angeles County,Area Code 323Area Code 626
42,90043,Standard,"Los Angeles, View Park, Windsor Hills",Los Angeles County,Area Code 323
43,90044,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 310Area Code 323
44,90045,Standard,"Los Angeles, Westchester",Los Angeles County,Area Code 323
45,90046,Standard,"Los Angeles, W Hollywood, West Hollywood",Los Angeles County,Area Code 323
46,90047,Standard,Los Angeles,Los Angeles County,Area Code 323
47,90048,Standard,"Los Angeles, W Hollywood, West Hollywood",Los Angeles County,Area Code 310Area Code 323
48,90049,Standard,Los Angeles,Los Angeles County,Area Code 310Area Code 818
49,90050,PO Box,Los Angeles,Los Angeles County,Area Code 213
50,90051,PO Box,Los Angeles,Los Angeles County,Area Code 213
51,90052,PO Box,Los Angeles,Los Angeles County,Area Code 213
52,90053,PO Box,Los Angeles,Los Angeles County,Area Code 213
53,90054,PO Box,Los Angeles,Los Angeles County,Area Code 213
54,90055,PO Box,Los Angeles,Los Angeles County,Area Code 213
55,90056,Standard,"Los Angeles, Baldwin Hills, Windsor Hills",Los Angeles County,Area Code 323
56,90057,Standard,Los Angeles,Los Angeles County,Area Code 213
57,90058,Standard,"Los Angeles, Vernon",Los Angeles County,Area Code 323
58,90059,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 310
59,90060,PO Box,Los Angeles,Los Angeles County,Area Code 213
60,90061,Standard,Los Angeles,Los Angeles County,Area Code 323Area Code 213Area Code 310
61,90062,Standard,Los Angeles,Los Angeles County,Area Code 323
62,90063,Standard,"Los Angeles, Hazard",Los Angeles County,Area Code 323
63,90064,Standard,"Los Angeles, Rancho Park",Los Angeles County,Area Code 310Area Code 818
64,90065,Standard,"Los Angeles, Glassell, Glassell Park",Los Angeles County,Area Code 323
65,90066,Standard,Los Angeles,Los Angeles County,Area Code 310Area Code 424
66,90067,Standard,"Los Angeles, Century City",Los Angeles County,Area Code 310Area Code 323
67,90068,Standard,"Los Angeles, Hollywood",Los Angeles County,Area Code 323
68,90069,Standard,"West Hollywood, Los Angeles, W Hollywood",Los Angeles County,Area Code 323Area Code 818
69,90070,PO Box,Los Angeles,Los Angeles County,Area Code 213
70,90071,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 310Area Code 562Area Code 626Area Code 424Area Code 747Area Code 323Area Code 818
71,90072,PO Box,Los Angeles,Los Angeles County,Area Code 213
72,90073,PO Box,"Los Angeles, Veterans Adm, Veterans Admin, Veterans A...",Los Angeles County,Area Code 213
73,90074,Unique,Los Angeles,Los Angeles County,Area Code 213
74,90075,PO Box,Los Angeles,Los Angeles County,Area Code 213
75,90076,PO Box,Los Angeles,Los Angeles County,Area Code 213
76,90077,Standard,Los Angeles,Los Angeles County,Area Code 310Area Code 818
77,90078,PO Box,"Los Angeles, Hollywood",Los Angeles County,Area Code 213
78,90079,Standard,Los Angeles,Los Angeles County,Area Code 213Area Code 323Area Code 424Area Code 626Area Code 747Area Code 818
79,90080,PO Box,Los Angeles,Los Angeles County,Area Code 213
80,90081,PO Box,Los Angeles,Los Angeles County,Area Code 213
81,90082,PO Box,Los Angeles,Los Angeles County,Area Code 213
82,90083,PO Box,Los Angeles,Los Angeles County,Area Code 213
83,90084,Unique,Los Angeles,Los Angeles County,Area Code 213
84,90086,PO Box,Los Angeles,Los Angeles County,Area Code 213
85,90087,PO Box,Los Angeles,Los Angeles County,Area Code 213
86,90088,Unique,Los Angeles,Los Angeles County,Area Code 213
87,90089,Unique,Los Angeles,Los Angeles County,Area Code 213
88,90090,Unique,"Dodgertown, Los Angeles",Los Angeles County,Area Code 213
89,90091,PO Box,"Los Angeles, Commerce, Cty Of Cmmrce",Los Angeles County,Area Code 213
90,90093,PO Box,Los Angeles,Los Angeles County,Area Code 213
91,90094,Standard,"Playa Vista, Los Angeles",Los Angeles County,Area Code 323
92,90095,Unique,Los Angeles,Los Angeles County,Area Code 213
93,90096,Unique,Los Angeles,Los Angeles County,Area Code 213
94,90099,Unique,Los Angeles,Los Angeles County,Area Code 213
95,90101,Standard,Los Angeles,Los Angeles County,Area Code 213
96,90102,Unique,"Los Angeles, Brylane",Los Angeles County,Area Code 213
97,90103,Unique,Los Angeles,Los Angeles County,Area Code 213
98,90134,Standard,Los Angeles,Los Angeles County,
99,90189,Unique,Los Angeles,Los Angeles County,Area Code 213
100,90201,Standard,"Bell Gardens, Bell, Cudahy",Los Angeles County,Area Code 323
101,90202,PO Box,"Bell, Bell Gardens",Los Angeles County,Area Code 323
102,90209,PO Box,Beverly Hills,Los Angeles County,Area Code 310
103,90210,Standard,Beverly Hills,Los Angeles County,Area Code 310Area Code 323Area Code 424
104,90211,Standard,Beverly Hills,Los Angeles County,Area Code 310Area Code 323Area Code 424
105,90212,Standard,Beverly Hills,Los Angeles County,Area Code 323Area Code 424Area Code 310
106,90213,PO Box,Beverly Hills,Los Angeles County,Area Code 310
107,90220,Standard,"Compton, Crystal City, Rancho Dominguez, Rncho Do...",Los Angeles County,Area Code 310Area Code 323Area Code 562Area Code 424
108,90221,Standard,"Compton, E Rncho Dmngz, East Rancho Dominguez",Los Angeles County,Area Code 310Area Code 323Area Code 424Area Code 562
109,90222,Standard,"Compton, Rosewood",Los Angeles County,Area Code 424Area Code 310Area Code 323Area Code 562
110,90223,PO Box,Compton,Los Angeles County,Area Code 310
111,90224,PO Box,"Compton, Rancho Dominguez, Rncho Domingz",Los Angeles County,Area Code 310
112,90230,Standard,"Culver City, Los Angeles",Los Angeles County,Area Code 310Area Code 323Area Code 424
113,90231,PO Box,Culver City,Los Angeles County,Area Code 310
114,90232,Standard,Culver City,Los Angeles County,Area Code 310Area Code 323Area Code 424
115,90233,PO Box,Culver City,Los Angeles County,Area Code 310
116,90239,PO Box,Downey,Los Angeles County,Area Code 562
117,90240,Standard,Downey,Los Angeles County,Area Code 562
118,90241,Standard,Downey,Los Angeles County,Area Code 562
119,90242,Standard,Downey,Los Angeles County,Area Code 562
120,90245,Standard,El Segundo,Los Angeles County,Area Code 310Area Code 424
121,90247,Standard,Gardena,Los Angeles County,Area Code 213Area Code 310Area Code 323Area Code 424Area Code 562
122,90248,Standard,Gardena,Los Angeles County,Area Code 213Area Code 310Area Code 323Area Code 424Area Code 562
123,90249,Standard,Gardena,Los Angeles County,Area Code 213Area Code 310Area Code 323Area Code 424Area Code 562
124,90250,Standard,"Hawthorne, Holly Park, Hollyglen",Los Angeles County,Area Code 310Area Code 323Area Code 424
125,90251,PO Box,Hawthorne,Los Angeles County,Area Code 310
126,90254,Standard,Hermosa Beach,Los Angeles County,Area Code 310Area Code 424
127,90255,Standard,"Huntington Park, Huntington Pk, Walnut Park",Los Angeles County,Area Code 323
128,90260,Standard,Lawndale,Los Angeles County,Area Code 310
129,90261,Standard,Lawndale,Los Angeles County,Area Code 310
130,90262,Standard,Lynwood,Los Angeles County,
131,90263,Unique,Malibu,Los Angeles County,Area Code 310Area Code 424
132,90264,PO Box,Malibu,Los Angeles County,Area Code 310
133,90265,Standard,Malibu,Los Angeles County,Area Code 310Area Code 424
134,90266,Standard,"Manhattan Beach, Manhattan Bch",Los Angeles County,Area Code 310
135,90267,PO Box,"Manhattan Beach, Manhattan Bch",Los Angeles County,Area Code 310
136,90270,Standard,"Maywood, Bell Gardens",Los Angeles County,Area Code 323
137,90272,Standard,"Pacific Palisades, Pacific Plsds",Los Angeles County,
138,90274,Standard,"Palos Verdes Peninsula, Palos Verdes Estates, Pls Vrds Est, Pls ...",Los Angeles County,Area Code 310
139,90275,Standard,"Rancho Palos Verdes, Palos Verdes Estates, Palos Verdes Penin...",Los Angeles County,
140,90277,Standard,Redondo Beach,Los Angeles County,Area Code 310Area Code 424
141,90278,Standard,Redondo Beach,Los Angeles County,Area Code 424Area Code 310
142,90280,Standard,South Gate,Los Angeles County,Area Code 323
143,90290,Standard,Topanga,Los Angeles County,Area Code 310
144,90291,Standard,"Venice, Playa Del Rey",Los Angeles County,
145,90292,Standard,"Marina Del Rey, Marina Dl Rey, Venice",Los Angeles County,
146,90293,Standard,"Playa Del Rey, Venice",Los Angeles County,Area Code 213
147,90294,PO Box,Venice,Los Angeles County,Area Code 213
148,90295,PO Box,"Marina Del Rey, Marina Dl Rey, Venice",Los Angeles County,Area Code 310
149,90296,PO Box,"Playa Del Rey, Venice",Los Angeles County,Area Code 213
150,90301,Standard,Inglewood,Los Angeles County,Area Code 323Area Code 310Area Code 424
151,90302,Standard,Inglewood,Los Angeles County,Area Code 424Area Code 310Area Code 323
152,90303,Standard,Inglewood,Los Angeles County,Area Code 310
153,90304,Standard,Inglewood,Los Angeles County,Area Code 310Area Code 424
154,90305,Standard,Inglewood,Los Angeles County,Area Code 310Area Code 424
155,90306,PO Box,Inglewood,Los Angeles County,Area Code 310
156,90307,PO Box,Inglewood,Los Angeles County,Area Code 310
157,90308,PO Box,Inglewood,Los Angeles County,Area Code 310
158,90309,PO Box,Inglewood,Los Angeles County,Area Code 310
159,90310,PO Box,Inglewood,Los Angeles County,Area Code 310
160,90311,Standard,Inglewood,Los Angeles County,Area Code 310Area Code 424Area Code 323
161,90312,PO Box,Inglewood,Los Angeles County,Area Code 310
162,90313,Unique,"Inglewood, General Telephone",Los Angeles County,Area Code 310
163,90397,Unique,"Inglewood, Shared Firm Zip Code",Los Angeles County,Area Code 310
164,90398,Unique,Inglewood,Los Angeles County,Area Code 310
165,90401,Standard,Santa Monica,Los Angeles County,Area Code 310Area Code 424
166,90402,Standard,Santa Monica,Los Angeles County,Area Code 310
167,90403,Standard,Santa Monica,Los Angeles County,Area Code 310Area Code 424
168,90404,Standard,Santa Monica,Los Angeles County,Area Code 310Area Code 424
169,90405,Standard,Santa Monica,Los Angeles County,Area Code 310Area Code 424
170,90406,PO Box,Santa Monica,Los Angeles County,Area Code 310
171,90407,PO Box,Santa Monica,Los Angeles County,Area Code 310
172,90408,PO Box,Santa Monica,Los Angeles County,Area Code 310
173,90409,PO Box,Santa Monica,Los Angeles County,Area Code 310
174,90410,PO Box,Santa Monica,Los Angeles County,Area Code 310
175,90411,PO Box,Santa Monica,Los Angeles County,Area Code 310
176,90501,Standard,Torrance,Los Angeles County,Area Code 310Area Code 424
177,90502,Standard,Torrance,Los Angeles County,Area Code 310Area Code 424
178,90503,Standard,Torrance,Los Angeles County,Area Code 310Area Code 424
179,90504,Standard,Torrance,Los Angeles County,Area Code 310
180,90505,Standard,Torrance,Los Angeles County,Area Code 310
181,90506,Standard,Torrance,Los Angeles County,Area Code 310
182,90507,PO Box,Torrance,Los Angeles County,Area Code 310
183,90508,PO Box,Torrance,Los Angeles County,Area Code 310
184,90509,PO Box,Torrance,Los Angeles County,Area Code 310
185,90510,PO Box,Torrance,Los Angeles County,Area Code 310
186,90601,Standard,"Whittier, City Industry, City Of Industry, Pico Ri...",Los Angeles County,Area Code 562
187,90602,Standard,Whittier,Los Angeles County,Area Code 562
188,90603,Standard,Whittier,Los Angeles County,Area Code 562
189,90604,Standard,Whittier,Los Angeles County,Area Code 562
190,90605,Standard,Whittier,Los Angeles County,Area Code 562
191,90606,Standard,"Whittier, Los Nietos",Los Angeles County,Area Code 562
192,90607,PO Box,Whittier,Los Angeles County,Area Code 562
193,90608,PO Box,Whittier,Los Angeles County,Area Code 562
194,90609,PO Box,Whittier,Los Angeles County,Area Code 562
195,90610,PO Box,"Whittier, Los Nietos",Los Angeles County,Area Code 562
196,90612,Unique,Whittier,Los Angeles County,Area Code 562
197,90620,Standard,Buena Park,Orange County,Area Code 657Area Code 714
198,90621,Standard,Buena Park,Orange County,Area Code 657Area Code 714
199,90622,PO Box,Buena Park,Orange County,Area Code 714
200,90623,Standard,"La Palma, Buena Park",Orange County,Area Code 657Area Code 714
201,90624,PO Box,Buena Park,Orange County,Area Code 714
202,90630,Standard,Cypress,Orange County,Area Code 657Area Code 714
203,90631,Standard,"La Habra, La Habra Heights, La Habra Hgts",Orange County,Area Code 562
204,90632,PO Box,La Habra,Orange County,Area Code 714
205,90633,PO Box,La Habra,Orange County,Area Code 714
206,90637,PO Box,La Mirada,Los Angeles County,Area Code 562
207,90638,Standard,"La Mirada, Lamirada, Mirada",Los Angeles County,Area Code 714
208,90639,Unique,La Mirada,Los Angeles County,Area Code 562
209,90640,Standard,Montebello,Los Angeles County,Area Code 323
210,90650,Standard,Norwalk,Los Angeles County,Area Code 562
211,90651,PO Box,Norwalk,Los Angeles County,Area Code 562
212,90652,PO Box,Norwalk,Los Angeles County,Area Code 562
213,90659,Unique,Norwalk,Los Angeles County,Area Code 562
214,90660,Standard,Pico Rivera,Los Angeles County,Area Code 562
215,90661,PO Box,Pico Rivera,Los Angeles County,Area Code 562
216,90662,PO Box,Pico Rivera,Los Angeles County,Area Code 562
217,90670,Standard,"Santa Fe Springs, Santa Fe Spgs",Los Angeles County,Area Code 562
218,90671,PO Box,"Santa Fe Springs, Santa Fe Spgs",Los Angeles County,Area Code 562
219,90680,Standard,Stanton,Orange County,
220,90701,Standard,"Artesia, Cerritos",Los Angeles County,Area Code 562
221,90702,PO Box,Artesia,Los Angeles County,Area Code 562
222,90703,Standard,"Cerritos, Artesia",Los Angeles County,
223,90704,PO Box,Avalon,Los Angeles County,
224,90706,Standard,Bellflower,Los Angeles County,Area Code 562
225,90707,PO Box,Bellflower,Los Angeles County,Area Code 562
226,90710,Standard,Harbor City,Los Angeles County,
227,90711,PO Box,Lakewood,Los Angeles County,Area Code 562
228,90712,Standard,Lakewood,Los Angeles County,Area Code 310Area Code 323Area Code 657Area Code 562
229,90713,Standard,Lakewood,Los Angeles County,Area Code 310Area Code 323Area Code 562Area Code 657
230,90714,PO Box,Lakewood,Los Angeles County,Area Code 562
231,90715,Standard,Lakewood,Los Angeles County,Area Code 310Area Code 562
232,90716,Standard,"Hawaiian Gardens, Hawaiian Gdns, Lakewood",Los Angeles County,
233,90717,Standard,Lomita,Los Angeles County,Area Code 310Area Code 424
234,90720,Standard,"Los Alamitos, Cypress, Rossmoor",Orange County,Area Code 562Area Code 714Area Code 657
235,90721,PO Box,Los Alamitos,Orange County,Area Code 562
236,90723,Standard,Paramount,Los Angeles County,
237,90731,Standard,San Pedro,Los Angeles County,Area Code 310Area Code 424Area Code 562
238,90732,Standard,San Pedro,Los Angeles County,Area Code 310Area Code 424Area Code 562
239,90733,PO Box,San Pedro,Los Angeles County,Area Code 213
240,90734,PO Box,San Pedro,Los Angeles County,Area Code 213
241,90740,Standard,Seal Beach,Orange County,Area Code 562Area Code 714
242,90742,PO Box,Sunset Beach,Orange County,
243,90743,PO Box,Surfside,Orange County,
244,90744,Standard,Wilmington,Los Angeles County,Area Code 310Area Code 424Area Code 562Area Code 323
245,90745,Standard,"Carson, Long Beach",Los Angeles County,Area Code 562
246,90746,Standard,"Carson, Long Beach",Los Angeles County,Area Code 562
247,90747,Unique,"Carson, Long Beach",Los Angeles County,Area Code 310
248,90748,PO Box,Wilmington,Los Angeles County,Area Code 213
249,90749,PO Box,"Carson, Long Beach",Los Angeles County,Area Code 310
250,90755,Standard,"Signal Hill, Long Beach",Los Angeles County,
251,90801,PO Box,Long Beach,Los Angeles County,Area Code 562
252,90802,Standard,Long Beach,Los Angeles County,Area Code 562Area Code 310Area Code 323Area Code 424Area Code 714
253,90803,Standard,Long Beach,Los Angeles County,Area Code 562
254,90804,Standard,Long Beach,Los Angeles County,Area Code 562
255,90805,Standard,"Long Beach, Lakewood",Los Angeles County,Area Code 310Area Code 323Area Code 562
256,90806,Standard,Long Beach,Los Angeles County,Area Code 562
257,90807,Standard,"Long Beach, Signal Hill",Los Angeles County,Area Code 562Area Code 657Area Code 714
258,90808,Standard,Long Beach,Los Angeles County,Area Code 310Area Code 323Area Code 562Area Code 657Area Code 714
259,90809,PO Box,Long Beach,Los Angeles County,Area Code 562
260,90810,Standard,"Long Beach, Carson",Los Angeles County,Area Code 562
261,90813,Standard,Long Beach,Los Angeles County,Area Code 310Area Code 323Area Code 714Area Code 562
262,90814,Standard,Long Beach,Los Angeles County,Area Code 562
263,90815,Standard,Long Beach,Los Angeles County,Area Code 657Area Code 714Area Code 562
264,90822,Standard,Long Beach,Los Angeles County,Area Code 310Area Code 323Area Code 562Area Code 714
265,90831,Standard,Long Beach,Los Angeles County,Area Code 424
266,90832,PO Box,Long Beach,Los Angeles County,Area Code 562
267,90833,Standard,Long Beach,Los Angeles County,Area Code 424
268,90834,Standard,Long Beach,Los Angeles County,Area Code 424Area Code 562
269,90835,Standard,Long Beach,Los Angeles County,Area Code 562
270,90840,Unique,Long Beach,Los Angeles County,Area Code 562
271,90842,Unique,Long Beach,Los Angeles County,Area Code 562
272,90844,Unique,Long Beach,Los Angeles County,Area Code 562
273,90845,Unique,Long Beach,Los Angeles County,Area Code 562
274,90846,Unique,Long Beach,Los Angeles County,Area Code 562
275,90847,Unique,Long Beach,Los Angeles County,Area Code 562
276,90848,Unique,Long Beach,Los Angeles County,Area Code 562
277,90853,PO Box,Long Beach,Los Angeles County,Area Code 562
278,90888,Unique,Long Beach,Los Angeles County,Area Code 562
279,90895,Unique,"Carson, Long Beach",Los Angeles County,Area Code 310
280,90899,Unique,Long Beach,Los Angeles County,Area Code 562
281,91001,Standard,Altadena,Los Angeles County,
282,91003,PO Box,Altadena,Los Angeles County,Area Code 626
283,91006,Standard,Arcadia,Los Angeles County,Area Code 626
284,91007,Standard,Arcadia,Los Angeles County,Area Code 626
285,91008,Standard,"Duarte, Bradbury",Los Angeles County,Area Code 626
286,91009,PO Box,Duarte,Los Angeles County,Area Code 626
287,91010,Standard,Duarte,Los Angeles County,Area Code 626
288,91011,Standard,"La Canada Flintridge, Flintridge, La Canada, La Canada Flt, Pa...",Los Angeles County,Area Code 818
289,91012,PO Box,"La Canada Flintridge, La Canada, La Canada Flt",Los Angeles County,Area Code 818
290,91016,Standard,Monrovia,Los Angeles County,Area Code 626
291,91017,PO Box,Monrovia,Los Angeles County,Area Code 626
292,91020,Standard,Montrose,Los Angeles County,
293,91021,PO Box,Montrose,Los Angeles County,Area Code 818
294,91023,PO Box,Mount Wilson,Los Angeles County,
295,91024,Standard,Sierra Madre,Los Angeles County,Area Code 626
296,91025,PO Box,Sierra Madre,Los Angeles County,Area Code 626
297,91030,Standard,"South Pasadena, S Pasadena",Los Angeles County,Area Code 323Area Code 626
298,91031,PO Box,"South Pasadena, S Pasadena",Los Angeles County,Area Code 626
299,91040,Standard,"Sunland, Shadow Hills",Los Angeles County,Area Code 818
300,91041,PO Box,Sunland,Los Angeles County,Area Code 213
301,91042,Standard,Tujunga,Los Angeles County,Area Code 818
302,91043,PO Box,Tujunga,Los Angeles County,Area Code 213
303,91046,PO Box,Verdugo City,Los Angeles County,Area Code 818
304,91066,PO Box,Arcadia,Los Angeles County,Area Code 626
305,91077,PO Box,Arcadia,Los Angeles County,Area Code 626
306,91101,Standard,Pasadena,Los Angeles County,Area Code 626Area Code 323
307,91102,PO Box,Pasadena,Los Angeles County,Area Code 626
308,91103,Standard,Pasadena,Los Angeles County,Area Code 323Area Code 626
309,91104,Standard,Pasadena,Los Angeles County,Area Code 323Area Code 626
310,91105,Standard,Pasadena,Los Angeles County,Area Code 323Area Code 626
311,91106,Standard,Pasadena,Los Angeles County,Area Code 323Area Code 626
312,91107,Standard,Pasadena,Los Angeles County,Area Code 626
313,91108,Standard,"San Marino, Pasadena",Los Angeles County,Area Code 626
314,91109,PO Box,Pasadena,Los Angeles County,Area Code 626
315,91110,Unique,Pasadena,Los Angeles County,Area Code 626
316,91114,PO Box,Pasadena,Los Angeles County,Area Code 626
317,91115,PO Box,Pasadena,Los Angeles County,Area Code 626
318,91116,PO Box,Pasadena,Los Angeles County,Area Code 626
319,91117,PO Box,Pasadena,Los Angeles County,Area Code 626
320,91118,PO Box,"San Marino, Pasadena",Los Angeles County,Area Code 626
321,91121,Unique,Pasadena,Los Angeles County,Area Code 626
322,91123,Unique,Pasadena,Los Angeles County,Area Code 626
323,91124,Unique,Pasadena,Los Angeles County,Area Code 626
324,91125,Unique,Pasadena,Los Angeles County,Area Code 626
325,91126,Unique,Pasadena,Los Angeles County,Area Code 626
326,91129,Unique,Pasadena,Los Angeles County,Area Code 626
327,91131,Unique,Pasadena,Los Angeles County,Area Code 626
328,91182,Unique,Pasadena,Los Angeles County,Area Code 626
329,91184,Unique,Pasadena,Los Angeles County,Area Code 626
330,91185,Unique,Pasadena,Los Angeles County,Area Code 626
331,91188,Unique,Pasadena,Los Angeles County,Area Code 626
332,91189,Unique,Pasadena,Los Angeles County,Area Code 626
333,91191,Unique,"Pasadena, World Vision Inc Brm",Los Angeles County,Area Code 626
334,91199,Unique,Pasadena,Los Angeles County,Area Code 626
335,91201,Standard,Glendale,Los Angeles County,Area Code 818
336,91202,Standard,Glendale,Los Angeles County,Area Code 818
337,91203,Standard,Glendale,Los Angeles County,Area Code 818
338,91204,Standard,Glendale,Los Angeles County,Area Code 323Area Code 747Area Code 818
339,91205,Standard,Glendale,Los Angeles County,Area Code 323Area Code 747Area Code 818
340,91206,Standard,Glendale,Los Angeles County,Area Code 818
341,91207,Standard,Glendale,Los Angeles County,Area Code 818
342,91208,Standard,Glendale,Los Angeles County,Area Code 818
343,91209,PO Box,Glendale,Los Angeles County,Area Code 818
344,91210,Standard,Glendale,Los Angeles County,Area Code 323Area Code 747Area Code 818
345,91214,Standard,"La Crescenta, Glendale",Los Angeles County,Area Code 818
346,91221,PO Box,Glendale,Los Angeles County,Area Code 818
347,91222,PO Box,Glendale,Los Angeles County,Area Code 818
348,91224,PO Box,"La Crescenta, Glendale",Los Angeles County,Area Code 818
349,91225,PO Box,Glendale,Los Angeles County,Area Code 818
350,91226,PO Box,Glendale,Los Angeles County,Area Code 818
351,91301,Standard,"Agoura Hills, Agoura, Calabasas, Calabasas Hills, Cala...",Los Angeles County,Area Code 747Area Code 818
352,91302,Standard,"Calabasas, Hidden Hills, Monte Nido, Woodland Hills...",Los Angeles County,Area Code 818
353,91303,Standard,"Canoga Park, Woodland Hills, Woodland Hls",Los Angeles County,Area Code 747Area Code 818
354,91304,Standard,"Canoga Park, Box Canyon, West Hills",Los Angeles County,Area Code 747Area Code 818
355,91305,PO Box,Canoga Park,Los Angeles County,Area Code 213
356,91306,Standard,"Winnetka, Canoga Park",Los Angeles County,Area Code 747Area Code 818
357,91307,Standard,"West Hills, Bell Canyon, Canoga Park",Los Angeles County,Area Code 818
358,91308,PO Box,"West Hills, Canoga Park",Los Angeles County,Area Code 213
359,91309,PO Box,Canoga Park,Los Angeles County,Area Code 213
360,91310,PO Box,"Castaic, Santa Clarita",Los Angeles County,
361,91311,Standard,Chatsworth,Los Angeles County,
362,91313,PO Box,Chatsworth,Los Angeles County,Area Code 213
363,91316,Standard,"Encino, Van Nuys",Los Angeles County,Area Code 818
364,91319,PO Box,"Newbury Park, Thousand Oaks",Ventura County,Area Code 805
365,91320,Standard,"Newbury Park, Thousand Oaks",Ventura County,Area Code 805
366,91321,Standard,"Newhall, Santa Clarita",Los Angeles County,Area Code 661
367,91322,PO Box,"Newhall, Santa Clarita",Los Angeles County,Area Code 661
368,91324,Standard,Northridge,Los Angeles County,Area Code 747Area Code 818
369,91325,Standard,"Northridge, Sherwood Forest, Sherwood Frst",Los Angeles County,Area Code 747Area Code 818
370,91326,Standard,"Porter Ranch, Northridge",Los Angeles County,Area Code 747Area Code 818
371,91327,PO Box,"Northridge, Porter Ranch",Los Angeles County,Area Code 213
372,91328,PO Box,Northridge,Los Angeles County,Area Code 213
373,91329,Unique,Northridge,Los Angeles County,Area Code 213
374,91330,Unique,Northridge,Los Angeles County,Area Code 213
375,91331,Standard,"Pacoima, Arleta, Hansen Hills",Los Angeles County,Area Code 747Area Code 818
376,91333,PO Box,Pacoima,Los Angeles County,Area Code 213
377,91334,PO Box,"Pacoima, Arleta",Los Angeles County,Area Code 213
378,91335,Standard,"Reseda, Tarzana",Los Angeles County,Area Code 818
379,91337,PO Box,Reseda,Los Angeles County,Area Code 213
380,91340,Standard,San Fernando,Los Angeles County,Area Code 747Area Code 818
381,91341,PO Box,San Fernando,Los Angeles County,Area Code 818
