,zipcode,type,commoncity,county,areacode
464,36054,Standard,Millbrook,Elmore County,Area Code 334
465,36057,PO Box,Mount Meigs,Montgomery County,Area Code 334
466,36061,PO Box,"Perote, Banks",Bullock County,Area Code 334
467,36062,PO Box,Petrey,Crenshaw County,Area Code 334
468,36064,Standard,Pike Road,Montgomery County,Area Code 334
469,36065,PO Box,Pine Level,Montgomery County,Area Code 334
470,36066,Standard,Prattville,Autauga County,Area Code 334
471,36067,Standard,Prattville,Autauga County,Area Code 334
472,36068,PO Box,Prattville,Autauga County,Area Code 334
473,36069,Standard,Ramer,Montgomery County,Area Code 334
474,36071,Standard,Rutledge,Crenshaw County,Area Code 334
475,36072,PO Box,Eufaula,Barbour County,Area Code 334
476,36075,Standard,Shorter,Macon County,Area Code 334
477,36078,Standard,Tallassee,Elmore County,Area Code 334
478,36079,Standard,Troy,Pike County,Area Code 334
479,36080,Standard,Titus,Elmore County,Area Code 334
480,36081,Standard,Troy,Pike County,Area Code 334
481,36082,Unique,Troy,Pike County,Area Code 334
482,36083,Standard,Tuskegee,Macon County,Area Code 334
483,36087,PO Box,"Tuskegee Institute, Tuskegee Inst",Macon County,Area Code 334
484,36088,Standard,"Tuskegee Institute, Tuskegee Inst",Macon County,Area Code 334
485,36089,Standard,Union Springs,Bullock County,Area Code 334
486,36091,Standard,Verbena,Chilton County,
487,36092,Standard,Wetumpka,Elmore County,Area Code 334
488,36093,Standard,Wetumpka,Elmore County,Area Code 334
489,36101,PO Box,Montgomery,Montgomery County,Area Code 334
490,36102,PO Box,Montgomery,Montgomery County,Area Code 334
491,36103,PO Box,Montgomery,Montgomery County,Area Code 334
492,36104,Standard,Montgomery,Montgomery County,Area Code 334
493,36105,Standard,Montgomery,Montgomery County,Area Code 334
494,36106,Standard,Montgomery,Montgomery County,Area Code 334
495,36107,Standard,Montgomery,Montgomery County,Area Code 334
496,36108,Standard,Montgomery,Montgomery County,Area Code 334
497,36109,Standard,Montgomery,Montgomery County,Area Code 334
498,36110,Standard,Montgomery,Montgomery County,Area Code 334
499,36111,Standard,Montgomery,Montgomery County,Area Code 334
500,36112,Standard,"Montgomery, Maxwell AFB",Montgomery County,Area Code 334
501,36113,Standard,"Montgomery, Maxwell AFB",Montgomery County,Area Code 334
502,36114,Standard,"Montgomery, Mafb Gun Annx, Maxwell AFB Gunter Annex",Montgomery County,Area Code 334
503,36115,Standard,Montgomery,Montgomery County,Area Code 334
504,36116,Standard,Montgomery,Montgomery County,Area Code 334
505,36117,Standard,Montgomery,Montgomery County,Area Code 334
506,36118,Unique,Montgomery,Montgomery County,Area Code 334
507,36119,Standard,Montgomery,Montgomery County,Area Code 334
508,36120,PO Box,Montgomery,Montgomery County,Area Code 334
509,36121,PO Box,Montgomery,Montgomery County,Area Code 334
510,36123,PO Box,Montgomery,Montgomery County,Area Code 334
511,36124,PO Box,Montgomery,Montgomery County,Area Code 334
512,36125,PO Box,Montgomery,Montgomery County,Area Code 334
513,36130,Unique,Montgomery,Montgomery County,Area Code 334
514,36131,Unique,Montgomery,Montgomery County,Area Code 334
515,36132,Unique,Montgomery,Montgomery County,Area Code 334
516,36133,Unique,Montgomery,Montgomery County,Area Code 334
517,36134,Unique,Montgomery,Montgomery County,Area Code 334
518,36135,Unique,Montgomery,Montgomery County,Area Code 334
519,36140,Unique,Montgomery,Montgomery County,Area Code 334
520,36141,Unique,Montgomery,Montgomery County,Area Code 334
521,36142,Unique,Montgomery,Montgomery County,Area Code 334
522,36177,Unique,Montgomery,Montgomery County,Area Code 334
523,36191,Unique,Montgomery,Montgomery County,Area Code 334
524,36201,Standard,"Anniston, Hobson City",Calhoun County,Area Code 256
525,36202,PO Box,Anniston,Calhoun County,Area Code 256
526,36203,Standard,"Oxford, Anniston, Hobson City",Calhoun County,Area Code 256
527,36204,PO Box,"Anniston, Blue Mountain",Calhoun County,Area Code 256
528,36205,Standard,"Anniston, Fort Mc Clellan, Ft Mcclellan",Calhoun County,Area Code 256
529,36206,Standard,Anniston,Calhoun County,Area Code 256
530,36207,Standard,Anniston,Calhoun County,Area Code 256
531,36210,PO Box,Anniston,Calhoun County,Area Code 256
532,36250,Standard,Alexandria,Calhoun County,Area Code 256
533,36251,Standard,Ashland,Clay County,Area Code 256
534,36253,PO Box,Bynum,Calhoun County,Area Code 256
535,36254,PO Box,Choccolocco,Calhoun County,Area Code 256
536,36255,Standard,Cragford,Clay County,Area Code 256
537,36256,Standard,"Daviston, New Site",Tallapoosa County,
538,36257,PO Box,De Armanville,Calhoun County,Area Code 256
539,36258,Standard,Delta,Clay County,Area Code 256
540,36260,Standard,Eastaboga,Calhoun County,
541,36261,PO Box,Edwardsville,Cleburne County,Area Code 256
542,36262,Standard,Fruithurst,Cleburne County,Area Code 256
543,36263,Standard,Graham,Randolph County,Area Code 256
544,36264,Standard,Heflin,Cleburne County,Area Code 256
545,36265,Standard,Jacksonville,Calhoun County,Area Code 256
546,36266,Standard,Lineville,Clay County,Area Code 256
547,36267,PO Box,Millerville,Clay County,Area Code 256
548,36268,Standard,Munford,Talladega County,Area Code 256
549,36269,Standard,Muscadine,Cleburne County,Area Code 256
550,36271,Standard,Ohatchee,Calhoun County,Area Code 256
551,36272,Standard,"Piedmont, Borden Springs, Brdn Sprngs",Calhoun County,Area Code 256
552,36273,Standard,Ranburne,Cleburne County,Area Code 256
553,36274,Standard,Roanoke,Randolph County,Area Code 334
554,36275,PO Box,Spring Garden,Cherokee County,Area Code 256
555,36276,Standard,Wadley,Randolph County,Area Code 256
556,36277,Standard,Weaver,Calhoun County,Area Code 256
557,36278,Standard,Wedowee,Randolph County,Area Code 256
558,36279,Standard,Wellington,Calhoun County,Area Code 256
559,36280,Standard,"Woodland, Newell",Randolph County,Area Code 256
560,36301,Standard,"Dothan, Rehobeth, Taylor",Houston County,Area Code 334
561,36302,PO Box,Dothan,Houston County,Area Code 334
562,36303,Standard,"Dothan, Kinsey",Houston County,Area Code 334
563,36304,PO Box,Dothan,Houston County,Area Code 334
564,36305,Standard,"Dothan, Taylor",Houston County,Area Code 334
565,36310,Standard,Abbeville,Henry County,Area Code 334
566,36311,Standard,Ariton,Dale County,Area Code 334
567,36312,Standard,"Ashford, Avon",Houston County,Area Code 334
568,36313,PO Box,Bellwood,Geneva County,Area Code 334
569,36314,Standard,Black,Geneva County,Area Code 334
570,36316,Standard,Chancellor,Geneva County,Area Code 334
571,36317,Standard,Clopton,Henry County,Area Code 334
572,36318,Standard,"Coffee Springs, Coffee Spgs",Geneva County,Area Code 334
573,36319,Standard,Columbia,Houston County,Area Code 334
574,36320,Standard,Cottonwood,Houston County,Area Code 334
575,36321,Standard,Cowarts,Houston County,Area Code 334
576,36322,Standard,"Daleville, Level Plains",Dale County,Area Code 334
577,36323,Standard,Elba,Coffee County,Area Code 334
578,36330,Standard,Enterprise,Coffee County,Area Code 334
579,36331,PO Box,Enterprise,Coffee County,Area Code 334
580,36340,Standard,Geneva,Geneva County,Area Code 334
581,36343,Standard,Gordon,Houston County,Area Code 334
582,36344,Standard,Hartford,Geneva County,Area Code 334
583,36345,Standard,Headland,Henry County,Area Code 334
584,36346,Standard,Jack,Coffee County,Area Code 334
585,36349,PO Box,Malvern,Geneva County,Area Code 334
586,36350,Standard,Midland City,Dale County,Area Code 334
587,36351,Standard,New Brockton,Coffee County,Area Code 334
588,36352,Standard,Newton,Houston County,Area Code 334
589,36353,Standard,Newville,Henry County,Area Code 334
590,36360,Standard,Ozark,Dale County,Area Code 334
591,36361,PO Box,Ozark,Dale County,Area Code 334
592,36362,Standard,Fort Rucker,Dale County,Area Code 334
593,36370,Standard,Pansey,Houston County,Area Code 334
594,36371,PO Box,Pinckard,Dale County,Area Code 334
595,36373,Standard,Shorterville,Henry County,Area Code 334
596,36374,Standard,Skipperville,Dale County,Area Code 334
597,36375,Standard,Slocomb,Geneva County,Area Code 334
598,36376,Standard,Webb,Houston County,Area Code 334
599,36401,Standard,Evergreen,Conecuh County,Area Code 251
600,36420,Standard,"Andalusia, Babbie, Carolina, Heath, Sanford",Covington County,Area Code 334
601,36421,Standard,Andalusia,Covington County,Area Code 334
602,36425,Standard,Beatrice,Monroe County,Area Code 251
603,36426,Standard,"Brewton, East Brewton",Escambia County,Area Code 251
604,36427,PO Box,Brewton,Escambia County,Area Code 251
605,36429,PO Box,Brooklyn,Conecuh County,Area Code 251
606,36432,Standard,Castleberry,Conecuh County,Area Code 251
607,36435,Standard,Coy,Wilcox County,
608,36436,Standard,Dickinson,Clarke County,Area Code 251
609,36439,PO Box,Excel,Monroe County,
610,36441,Standard,Flomaton,Escambia County,Area Code 251
611,36442,Standard,Florala,Covington County,Area Code 334
612,36444,Standard,Franklin,Monroe County,Area Code 251
613,36445,Standard,Frisco City,Monroe County,Area Code 251
614,36446,PO Box,Fulton,Clarke County,
615,36449,PO Box,Uriah,Monroe County,
616,36451,Standard,"Grove Hill, Allen",Clarke County,Area Code 251
617,36453,Standard,Kinston,Covington County,Area Code 334
618,36454,Standard,Lenox,Conecuh County,Area Code 251
619,36455,PO Box,Lockhart,Covington County,Area Code 334
620,36456,Standard,"Mc Kenzie, Mckenzie",Butler County,Area Code 334
621,36457,PO Box,Megargel,Monroe County,
622,36458,PO Box,Mexia,Monroe County,
623,36460,Standard,Monroeville,Monroe County,Area Code 251
624,36461,PO Box,Monroeville,Monroe County,Area Code 251
625,36462,Unique,Monroeville,Monroe County,Area Code 251
626,36467,Standard,"Opp, Horn Hill, Onycha",Covington County,Area Code 334
627,36470,PO Box,Perdue Hill,Monroe County,
628,36471,Standard,Peterman,Monroe County,Area Code 251
629,36473,Standard,Range,Conecuh County,Area Code 251
630,36474,Standard,Red Level,Covington County,Area Code 334
631,36475,Standard,Repton,Conecuh County,Area Code 251
632,36476,PO Box,River Falls,Covington County,Area Code 334
633,36477,Standard,Samson,Geneva County,Area Code 334
634,36480,Standard,Uriah,Monroe County,Area Code 251
635,36481,Standard,Vredenburgh,Monroe County,Area Code 334
636,36482,Standard,Whatley,Clarke County,Area Code 251
637,36483,Standard,Wing,Covington County,Area Code 334
638,36501,Standard,"Jackson, Alma, Gainestown",Clarke County,
639,36502,Standard,"Atmore, Mc Cullough, Mccullough",Escambia County,Area Code 251
640,36503,PO Box,Atmore,Escambia County,Area Code 251
641,36504,PO Box,Atmore,Escambia County,Area Code 251
642,36505,Standard,Axis,Mobile County,Area Code 251
643,36507,Standard,Bay Minette,Baldwin County,Area Code 251
644,36509,Standard,"Bayou La Batre, Bayou Labatre",Mobile County,Area Code 251
645,36511,Standard,Bon Secour,Baldwin County,Area Code 251
646,36512,PO Box,Bucks,Mobile County,Area Code 251
647,36513,PO Box,Calvert,Washington County,Area Code 251
648,36515,Standard,Carlton,Clarke County,Area Code 251
649,36518,Standard,Chatom,Washington County,Area Code 251
650,36521,Standard,Chunchula,Mobile County,Area Code 251
651,36522,Standard,Citronelle,Mobile County,Area Code 251
652,36523,Standard,Coden,Mobile County,Area Code 251
653,36524,Standard,Coffeeville,Clarke County,Area Code 251
654,36525,Standard,Creola,Mobile County,Area Code 251
655,36526,Standard,Daphne,Baldwin County,Area Code 251
656,36527,Standard,"Daphne, Spanish Fort",Baldwin County,Area Code 251
657,36528,Standard,"Dauphin Island, Dauphin Isl",Mobile County,Area Code 251
658,36529,Standard,Deer Park,Washington County,Area Code 251
659,36530,Standard,"Elberta, Perdido Beach",Baldwin County,Area Code 251
660,36532,Standard,Fairhope,Baldwin County,Area Code 251
661,36533,PO Box,Fairhope,Baldwin County,Area Code 251
662,36535,Standard,Foley,Baldwin County,Area Code 251
663,36536,PO Box,Foley,Baldwin County,Area Code 251
664,36538,Standard,Frankville,Washington County,Area Code 251
665,36539,Standard,Fruitdale,Washington County,Area Code 251
666,36540,Standard,Gainestown,Clarke County,
667,36541,Standard,Grand Bay,Mobile County,Area Code 251
668,36542,Standard,Gulf Shores,Baldwin County,Area Code 251
669,36543,PO Box,Huxford,Escambia County,
670,36544,Standard,Irvington,Mobile County,Area Code 251
671,36545,Standard,"Jackson, Salipta, Walker Spgs, Walker Springs",Clarke County,Area Code 251
672,36547,PO Box,Gulf Shores,Baldwin County,Area Code 251
673,36548,Standard,Leroy,Washington County,Area Code 251
674,36549,Standard,Lillian,Baldwin County,Area Code 251
675,36550,Standard,Little River,Baldwin County,Area Code 251
676,36551,Standard,Loxley,Baldwin County,Area Code 251
677,36553,Standard,Mc Intosh,Washington County,Area Code 251
678,36555,Standard,"Magnolia Springs, Magnolia Spgs",Baldwin County,Area Code 251
679,36556,PO Box,Malcolm,Washington County,Area Code 251
680,36558,Standard,"Millry, Bigbee",Washington County,Area Code 251
681,36559,PO Box,Montrose,Baldwin County,Area Code 251
682,36560,Standard,Mount Vernon,Mobile County,Area Code 251
683,36561,Standard,Orange Beach,Baldwin County,Area Code 251
684,36562,Standard,Perdido,Baldwin County,Area Code 251
685,36564,PO Box,Point Clear,Baldwin County,Area Code 251
686,36567,Standard,Robertsdale,Baldwin County,Area Code 251
687,36568,PO Box,Saint Elmo,Mobile County,Area Code 251
688,36569,Standard,"Saint Stephens, St Stephens",Washington County,Area Code 251
689,36571,Standard,Saraland,Mobile County,Area Code 251
690,36572,Standard,Satsuma,Mobile County,Area Code 251
691,36574,Standard,"Seminole, Robertsdale",Baldwin County,Area Code 251
692,36575,Standard,Semmes,Mobile County,Area Code 251
693,36576,Standard,Silverhill,Baldwin County,Area Code 251
694,36577,PO Box,Spanish Fort,Baldwin County,Area Code 251
695,36578,Standard,Stapleton,Baldwin County,Area Code 251
696,36579,Standard,Stockton,Baldwin County,Area Code 251
697,36580,Standard,Summerdale,Baldwin County,Area Code 251
698,36581,Standard,Sunflower,Washington County,Area Code 251
699,36582,Standard,"Theodore, Saltaire",Mobile County,Area Code 251
700,36583,Standard,Tibbie,Washington County,Area Code 251
701,36584,Standard,Vinegar Bend,Washington County,Area Code 251
702,36585,Standard,Wagarville,Washington County,Area Code 251
703,36587,Standard,Wilmer,Mobile County,Area Code 251
704,36590,PO Box,Theodore,Mobile County,Area Code 251
705,36601,PO Box,Mobile,Mobile County,Area Code 251
706,36602,Standard,Mobile,Mobile County,Area Code 251
707,36603,Standard,Mobile,Mobile County,Area Code 251
708,36604,Standard,Mobile,Mobile County,Area Code 251
709,36605,Standard,Mobile,Mobile County,Area Code 251
710,36606,Standard,Mobile,Mobile County,Area Code 251
711,36607,Standard,Mobile,Mobile County,Area Code 251
712,36608,Standard,Mobile,Mobile County,Area Code 251
713,36609,Standard,Mobile,Mobile County,Area Code 251
714,36610,Standard,"Mobile, Magazine, Prichard",Mobile County,Area Code 251
715,36611,Standard,"Mobile, Chickasaw",Mobile County,Area Code 251
716,36612,Standard,"Mobile, Whistler",Mobile County,Area Code 251
717,36613,Standard,"Eight Mile, Mobile, Prichard",Mobile County,Area Code 251
718,36615,Standard,"Mobile, Brookley Field, Brookley Fld",Mobile County,Area Code 251
719,36616,PO Box,Mobile,Mobile County,Area Code 251
720,36617,Standard,"Mobile, Prichard",Mobile County,Area Code 251
721,36618,Standard,Mobile,Mobile County,Area Code 251
722,36619,Standard,Mobile,Mobile County,Area Code 251
723,36621,Unique,Mobile,Mobile County,Area Code 251
724,36622,Unique,Mobile,Mobile County,Area Code 251
725,36625,Unique,Mobile,Mobile County,Area Code 251
726,36628,Unique,Mobile,Mobile County,Area Code 251
727,36630,Unique,Mobile,Mobile County,Area Code 251
728,36633,PO Box,Mobile,Mobile County,Area Code 251
729,36640,PO Box,Mobile,Mobile County,Area Code 251
730,36641,PO Box,Mobile,Mobile County,Area Code 251
731,36644,Unique,Mobile,Mobile County,Area Code 251
732,36652,PO Box,Mobile,Mobile County,Area Code 251
733,36660,PO Box,Mobile,Mobile County,Area Code 251
734,36663,PO Box,Mobile,Mobile County,Area Code 251
735,36670,PO Box,Mobile,Mobile County,Area Code 251
736,36671,PO Box,Mobile,Mobile County,Area Code 251
737,36675,Unique,Mobile,Mobile County,Area Code 251
738,36685,PO Box,Mobile,Mobile County,Area Code 251
739,36688,Unique,Mobile,Mobile County,Area Code 251
740,36689,PO Box,Mobile,Mobile County,Area Code 251
741,36690,Unique,Mobile,Mobile County,Area Code 251
742,36691,PO Box,Mobile,Mobile County,Area Code 251
743,36693,Standard,Mobile,Mobile County,Area Code 251
744,36695,Standard,Mobile,Mobile County,Area Code 251
745,36701,Standard,"Selma, Valley Grande",Dallas County,Area Code 334
746,36702,PO Box,Selma,Dallas County,Area Code 334
747,36703,Standard,"Selma, Valley Grande",Dallas County,Area Code 334
748,36720,Standard,Alberta,Wilcox County,Area Code 334
749,36721,Standard,Annemanie,Wilcox County,
750,36722,Standard,Arlington,Wilcox County,Area Code 334
751,36723,PO Box,Boykin,Wilcox County,
752,36726,Standard,Camden,Wilcox County,Area Code 334
753,36727,Standard,Campbell,Clarke County,
754,36728,Standard,"Catherine, Prairie",Wilcox County,Area Code 334
755,36732,Standard,Demopolis,Marengo County,Area Code 334
756,36736,Standard,Dixons Mills,Marengo County,Area Code 334
757,36738,Standard,"Faunsdale, Dayton",Marengo County,Area Code 334
758,36740,Standard,Forkland,Greene County,
759,36741,PO Box,Furman,Wilcox County,
760,36742,Standard,"Gallion, Providence",Marengo County,Area Code 334
761,36744,Standard,Greensboro,Hale County,Area Code 334
762,36745,PO Box,Jefferson,Marengo County,Area Code 334
763,36748,Standard,Linden,Marengo County,Area Code 334
764,36749,Standard,Jones,Autauga County,
765,36750,Standard,Maplesville,Chilton County,Area Code 334
766,36751,Standard,"Lower Peach Tree, Low Peach Tre, Lwr Pch Tree",Monroe County,Area Code 251
767,36752,Standard,"Lowndesboro, Burkville, White Hall",Lowndes County,Area Code 334
768,36753,PO Box,Mc Williams,Monroe County,
769,36754,Standard,Magnolia,Marengo County,Area Code 334
770,36756,Standard,"Marion, Sprott",Perry County,Area Code 334
771,36758,Standard,Plantersville,Dallas County,
772,36759,Standard,"Marion Junction, Marion Jct",Dallas County,Area Code 334
773,36761,Standard,Minter,Dallas County,
774,36762,Standard,"Morvin, Thomasville",Clarke County,Area Code 334
775,36763,PO Box,Myrtlewood,Marengo County,Area Code 334
776,36764,PO Box,Nanafalia,Marengo County,Area Code 334
777,36765,Standard,Newbern,Hale County,
778,36766,PO Box,Oak Hill,Wilcox County,
779,36767,Standard,Orrville,Dallas County,Area Code 334
780,36768,Standard,"Pine Apple, Snow Hill",Wilcox County,Area Code 251
781,36769,Standard,"Pine Hill, Yellow Bluff",Wilcox County,Area Code 334
782,36773,Standard,Safford,Dallas County,Area Code 334
783,36775,Standard,Sardis,Dallas County,Area Code 334
784,36776,Standard,Sawyerville,Hale County,
785,36782,Standard,Sweet Water,Marengo County,Area Code 334
786,36783,Standard,Thomaston,Marengo County,Area Code 334
787,36784,Standard,Thomasville,Clarke County,Area Code 334
788,36785,Standard,"Tyler, Benton, White Hall",Lowndes County,Area Code 334
789,36786,Standard,Uniontown,Perry County,Area Code 334
790,36790,Standard,Stanton,Chilton County,
791,36792,Standard,Randolph,Bibb County,Area Code 205
792,36793,Standard,Lawley,Bibb County,Area Code 334
793,36801,Standard,Opelika,Lee County,Area Code 334
794,36802,PO Box,Opelika,Lee County,Area Code 334
795,36803,PO Box,Opelika,Lee County,Area Code 334
796,36804,Standard,Opelika,Lee County,Area Code 334
797,36830,Standard,Auburn,Lee County,Area Code 334
798,36831,PO Box,Auburn,Lee County,Area Code 334
799,36832,Standard,Auburn,Lee County,Area Code 334
800,36849,Unique,"Auburn University, Auburn, Auburn Univ",Lee County,Area Code 334
801,36850,Standard,Camp Hill,Tallapoosa County,Area Code 334Area Code 256
802,36851,PO Box,Cottonton,Russell County,Area Code 334
803,36852,Standard,Cusseta,Lee County,Area Code 334
804,36853,Standard,Dadeville,Tallapoosa County,Area Code 256
805,36854,Standard,Valley,Chambers County,Area Code 334
806,36855,Standard,Five Points,Chambers County,Area Code 334
807,36856,Standard,Fort Mitchell,Russell County,Area Code 334
808,36858,Standard,Hatchechubbee,Russell County,Area Code 334
809,36859,PO Box,Holy Trinity,Russell County,Area Code 334
810,36860,Standard,Hurtsboro,Russell County,Area Code 334
811,36861,Standard,Jacksons Gap,Tallapoosa County,Area Code 256Area Code 334
812,36862,Standard,Lafayette,Chambers County,Area Code 334
813,36863,Standard,Lanett,Chambers County,Area Code 334
814,36865,PO Box,Loachapoka,Lee County,
815,36866,Standard,Notasulga,Macon County,Area Code 334
816,36867,Standard,Phenix City,Russell County,Area Code 334
817,36868,PO Box,Phenix City,Russell County,Area Code 334
818,36869,Standard,Phenix City,Russell County,Area Code 334
819,36870,Standard,Phenix City,Lee County,Area Code 334
820,36871,Standard,Pittsview,Russell County,Area Code 334
821,36872,PO Box,Valley,Chambers County,Area Code 334
822,36874,Standard,Salem,Lee County,
823,36875,Standard,Seale,Russell County,Area Code 334
824,36877,Standard,"Smiths Station, Smiths, Smiths Sta",Lee County,
825,36879,Standard,"Waverly, Auburn",Lee County,Area Code 256
826,36901,PO Box,Bellamy,Sumter County,Area Code 205
827,36904,Standard,"Butler, Lavaca",Choctaw County,Area Code 205
828,36907,Standard,Cuba,Sumter County,Area Code 205
829,36908,Standard,Gilbertown,Choctaw County,Area Code 251
830,36910,Standard,Jachin,Choctaw County,Area Code 205
831,36912,Standard,Lisman,Choctaw County,Area Code 205
832,36913,Standard,Melvin,Choctaw County,Area Code 251
833,36915,Standard,Needham,Choctaw County,Area Code 205
834,36916,Standard,Pennington,Choctaw County,Area Code 334Area Code 205
835,36919,Standard,"Silas, Bolinger",Choctaw County,Area Code 251
836,36921,Standard,Toxey,Choctaw County,Area Code 251
837,36922,Standard,Ward,Choctaw County,
838,36925,Standard,York,Sumter County,Area Code 205
